index,name,type1,type2,ability1,ability2,hidden_ability,hp,attack,defense,sp_atk,sp_def,speed,total_stats,legendary,mythical,generation,Smogon_VGC_Usage_2022,Smogon_VGC_Usage_2023,Smogon_VGC_Usage_2024,Worlds_VGC_Usage_2022,Worlds_VGC_Usage_2023,Worlds_VGC_Usage_2024
597,ferroseed,grass,steel,iron-barbs,No_ability,None,44,50,91,24,86,10,305,FALSE,FALSE,generation-v,0,0,0,0,0,0
598,ferrothorn,grass,steel,iron-barbs,No_ability,anticipation,74,94,131,54,116,20,489,FALSE,FALSE,generation-v,NA,0,0,1.47,0,0
599,klink,steel,No_type,plus,minus,clear-body,40,55,70,45,60,30,300,FALSE,FALSE,generation-v,0,0,0,0,0,0
600,klang,steel,No_type,plus,minus,clear-body,60,80,95,70,85,50,440,FALSE,FALSE,generation-v,0,0,0,0,0,0
601,klinklang,steel,No_type,plus,minus,clear-body,60,100,115,70,85,90,520,FALSE,FALSE,generation-v,0,0,0,0,0,0
602,tynamo,electric,No_type,levitate,No_ability,None,35,55,40,45,40,60,275,FALSE,FALSE,generation-v,0,0,0,0,0,0
603,eelektrik,electric,No_type,levitate,No_ability,None,65,85,70,75,70,40,405,FALSE,FALSE,generation-v,0,0,0,0,0,0
604,eelektross,electric,No_type,levitate,No_ability,None,85,115,80,105,80,50,515,FALSE,FALSE,generation-v,0,0.06318,0.00403,0,0,0
605,elgyem,psychic,No_type,telepathy,synchronize,analytic,55,55,55,85,55,30,335,FALSE,FALSE,generation-v,0,0,0,0,0,0
606,beheeyem,psychic,No_type,telepathy,synchronize,analytic,75,75,75,125,95,40,485,FALSE,FALSE,generation-v,0,0,0,0,0,0
607,litwick,ghost,fire,flash-fire,flame-body,infiltrator,50,30,55,65,55,20,275,FALSE,FALSE,generation-v,0,0,0,0,0,0
608,lampent,ghost,fire,flash-fire,flame-body,infiltrator,60,40,60,95,60,55,370,FALSE,FALSE,generation-v,0,0,0,0,0,0
609,chandelure,ghost,fire,flash-fire,flame-body,infiltrator,60,55,90,145,90,80,520,FALSE,FALSE,generation-v,0.10225,0.59007,0.08135,0.12,0.15,0.31
610,axew,dragon,No_type,rivalry,mold-breaker,unnerve,46,87,60,30,40,57,320,FALSE,FALSE,generation-v,0,0,0,0,0,0
611,fraxure,dragon,No_type,rivalry,mold-breaker,unnerve,66,117,70,40,50,67,410,FALSE,FALSE,generation-v,0,0,0,0,0,0
612,haxorus,dragon,No_type,rivalry,mold-breaker,unnerve,76,147,90,60,70,97,540,FALSE,FALSE,generation-v,0.07952,0.03509,0.01502,0,0,0
613,cubchoo,ice,No_type,snow-cloak,slush-rush,rattled,55,70,40,60,40,40,305,FALSE,FALSE,generation-v,0,0,0,0,0,0
614,beartic,ice,No_type,snow-cloak,slush-rush,swift-swim,95,130,80,70,80,50,505,FALSE,FALSE,generation-v,0.00142,0.06871,0.00493,0.06,0,0
615,cryogonal,ice,No_type,levitate,No_ability,None,80,50,50,95,135,105,515,FALSE,FALSE,generation-v,0,0,0.00959,0,0,0.09
616,shelmet,bug,No_type,hydration,shell-armor,overcoat,50,40,85,40,65,25,305,FALSE,FALSE,generation-v,0,0,0,0,0,0
617,accelgor,bug,No_type,hydration,sticky-hold,unburden,80,70,40,100,60,145,495,FALSE,FALSE,generation-v,0.02835,0,0,0,0,0
618,stunfisk,ground,electric,static,limber,sand-veil,109,66,84,81,99,32,471,FALSE,FALSE,generation-v,0,0,0,0,0,0
618,stunfisk-galar,ground,steel,mimicry,No_ability,None,109,81,99,66,84,32,471,FALSE,FALSE,generation-v,0,0,0,0,0,0
619,mienfoo,fighting,No_type,inner-focus,regenerator,reckless,45,85,50,55,50,65,350,FALSE,FALSE,generation-v,0,0,0,0,0,0
620,mienshao,fighting,No_type,inner-focus,regenerator,reckless,65,125,60,95,60,105,510,FALSE,FALSE,generation-v,0.48225,0.14468,0.09754,0.06,0,0.05
621,druddigon,dragon,No_type,rough-skin,sheer-force,mold-breaker,77,120,90,60,90,48,485,FALSE,FALSE,generation-v,0,0,0,0,0,0
622,golett,ground,ghost,iron-fist,klutz,no-guard,59,74,50,35,50,35,303,FALSE,FALSE,generation-v,0,0,0,0,0,0
623,golurk,ground,ghost,iron-fist,klutz,no-guard,89,124,80,55,80,55,483,FALSE,FALSE,generation-v,0,0,0.01272,0,0,0.05
624,pawniard,dark,steel,defiant,inner-focus,pressure,45,85,70,40,40,60,340,FALSE,FALSE,generation-v,0,0,0,0,0,0
625,bisharp,dark,steel,defiant,inner-focus,pressure,65,125,100,60,70,70,490,FALSE,FALSE,generation-v,0.04871,0.046,0.00579,0,0,0.04
626,bouffalant,normal,No_type,reckless,sap-sipper,soundproof,95,110,95,40,95,55,490,FALSE,FALSE,generation-v,6.00E-05,0,0,0,0,0
627,rufflet,normal,flying,keen-eye,sheer-force,hustle,70,83,50,37,50,60,350,FALSE,FALSE,generation-v,0,0,0,0,0,0
628,braviary,normal,flying,keen-eye,sheer-force,defiant,100,123,75,57,75,80,510,FALSE,FALSE,generation-v,0.24137,0.06911,0.01614,0,0,0.22
628,braviary-hisui,psychic,flying,keen-eye,sheer-force,tinted-lens,110,83,70,112,70,65,510,FALSE,FALSE,generation-v,0,0.21846,0.0097,0,0,0
629,vullaby,dark,flying,big-pecks,overcoat,weak-armor,70,55,75,45,65,60,370,FALSE,FALSE,generation-v,0,0,0,0,0,0
630,mandibuzz,dark,flying,big-pecks,overcoat,weak-armor,110,65,105,55,95,80,510,FALSE,FALSE,generation-v,0.01191,0.12325,0.01094,0,0.04,0.07
631,heatmor,fire,No_type,gluttony,flash-fire,white-smoke,85,97,66,105,66,65,484,FALSE,FALSE,generation-v,0,0,0,0,0,0
632,durant,bug,steel,swarm,hustle,truant,58,109,112,48,48,109,484,FALSE,FALSE,generation-v,0.01686,0,0,0,0,0
633,deino,dark,dragon,hustle,No_ability,None,52,65,50,45,50,38,300,FALSE,FALSE,generation-v,0,0,0,0,0,0
634,zweilous,dark,dragon,hustle,No_ability,None,72,85,70,65,70,58,420,FALSE,FALSE,generation-v,0,0,0,0,0,0
635,hydreigon,dark,dragon,levitate,No_ability,None,92,105,90,125,90,98,600,FALSE,FALSE,generation-v,0.38608,NA,0.05332,0.31,0.13,3.1
636,larvesta,bug,fire,flame-body,No_ability,swarm,55,85,55,50,55,60,360,FALSE,FALSE,generation-v,0,0,0,0,0,0
637,volcarona,bug,fire,flame-body,No_ability,swarm,85,60,65,135,105,100,550,FALSE,FALSE,generation-v,NA,NA,0.77955,0.41,0.9,10.12
638,cobalion,steel,fighting,justified,No_ability,None,91,90,129,90,72,108,580,TRUE,FALSE,generation-v,0.03244,0,0.03285,0,0,0
639,terrakion,rock,fighting,justified,No_ability,None,91,129,90,72,90,108,580,TRUE,FALSE,generation-v,0.04564,0,0.95251,0.21,0,0
640,virizion,grass,fighting,justified,No_ability,None,91,90,72,90,129,108,580,TRUE,FALSE,generation-v,0.00069,0,0.01153,0,0,0
641,tornadus-incarnate,flying,No_type,prankster,No_ability,defiant,79,115,70,125,80,111,580,TRUE,FALSE,generation-v,NA,NA,NA,11.01,27.85,0
641,tornadus-therian,flying,No_type,regenerator,No_ability,None,79,100,80,110,90,121,580,TRUE,FALSE,generation-v,0,0.02164,0.00933,0,0,0
642,thundurus-incarnate,electric,flying,prankster,No_ability,defiant,79,115,70,125,80,111,580,TRUE,FALSE,generation-v,NA,NA,NA,27.44,0.76,0
642,thundurus-therian,electric,flying,volt-absorb,No_ability,None,79,105,70,145,80,101,580,TRUE,FALSE,generation-v,0.24761,NA,0.17925,0.29,0.41,0
643,reshiram,dragon,fire,turboblaze,No_ability,None,100,120,100,150,120,90,680,TRUE,FALSE,generation-v,0.93208,0,0.12528,3.53,0,0
644,zekrom,dragon,electric,teravolt,No_ability,None,100,150,120,120,100,90,680,TRUE,FALSE,generation-v,0.79884,0,0.03156,0.12,0,0
645,landorus-incarnate,ground,flying,sand-force,No_ability,sheer-force,89,125,90,115,80,101,600,TRUE,FALSE,generation-v,0.21915,NA,NA,0.27,0.86,0
645,landorus-therian,ground,flying,intimidate,No_ability,None,89,145,90,105,80,91,600,TRUE,FALSE,generation-v,NA,NA,NA,15.06,45.8,0
646,kyurem,dragon,ice,pressure,No_ability,None,125,130,90,130,90,95,660,TRUE,FALSE,generation-v,8.00E-05,0,0.00046,0,0,0
646,kyurem-black,dragon,ice,teravolt,No_ability,None,125,170,100,120,90,95,700,TRUE,FALSE,generation-v,0.05505,0,0.14599,0,0,0
646,kyurem-white,dragon,ice,turboblaze,No_ability,None,125,120,90,170,100,95,700,TRUE,FALSE,generation-v,NA,0,NA,1.8,0,0
647,keldeo-ordinary,water,fighting,justified,No_ability,None,91,72,90,129,90,108,580,FALSE,TRUE,generation-v,0,0,0,0,0,0
647,keldeo-resolute,water,fighting,justified,No_ability,None,91,72,90,129,90,108,580,FALSE,TRUE,generation-v,0,0,0,0,0,0
648,meloetta-aria,normal,psychic,serene-grace,No_ability,None,100,77,77,128,128,90,600,FALSE,TRUE,generation-v,0,0,0,0,0,0
648,meloetta-pirouette,normal,fighting,serene-grace,No_ability,None,100,128,90,77,77,128,600,FALSE,TRUE,generation-v,0,0,0,0,0,0
649,genesect,bug,steel,download,No_ability,None,71,120,95,120,95,99,600,FALSE,TRUE,generation-v,0,0,0,0,0,0
650,chespin,grass,No_type,overgrow,No_ability,bulletproof,56,61,65,48,45,38,313,FALSE,FALSE,generation-vi,0,0,0,0,0,0
651,quilladin,grass,No_type,overgrow,No_ability,bulletproof,61,78,95,56,58,57,405,FALSE,FALSE,generation-vi,0,0,0,0,0,0
652,chesnaught,grass,fighting,overgrow,No_ability,bulletproof,88,107,122,74,75,64,530,FALSE,FALSE,generation-vi,0,0.32165,0.01071,0,0,0
653,fennekin,fire,No_type,blaze,No_ability,magician,40,45,40,62,60,60,307,FALSE,FALSE,generation-vi,0,0,0,0,0,0
654,braixen,fire,No_type,blaze,No_ability,magician,59,59,58,90,70,73,409,FALSE,FALSE,generation-vi,0,0,0,0,0,0
655,delphox,fire,psychic,blaze,No_ability,magician,75,69,72,114,100,104,534,FALSE,FALSE,generation-vi,0,0.04391,0.02155,0,0.06,3.12
656,froakie,water,No_type,torrent,No_ability,protean,41,56,40,62,44,71,314,FALSE,FALSE,generation-vi,0,0,0,0,0,0
657,frogadier,water,No_type,torrent,No_ability,protean,54,63,52,83,56,97,405,FALSE,FALSE,generation-vi,0,0,0,0,0,0
658,greninja,water,dark,torrent,No_ability,protean,72,95,67,103,71,122,530,FALSE,FALSE,generation-vi,0,0.23,0.05375,0,0,0.09
658,greninja-battle-bond,water,dark,battle-bond,No_ability,None,72,95,67,103,71,122,530,FALSE,FALSE,generation-vi,0,0,0,0,0,0
658,greninja-ash,water,dark,battle-bond,No_ability,None,72,145,67,153,71,132,640,FALSE,FALSE,generation-vi,0,0,0,0,0,0
659,bunnelby,normal,No_type,pickup,cheek-pouch,huge-power,38,36,38,32,36,57,237,FALSE,FALSE,generation-vi,0,0,0,0,0,0
660,diggersby,normal,ground,pickup,cheek-pouch,huge-power,85,56,77,50,77,78,423,FALSE,FALSE,generation-vi,0.1213,0,0,0,0,0
661,fletchling,normal,flying,big-pecks,No_ability,gale-wings,45,50,43,40,38,62,278,FALSE,FALSE,generation-vi,0,1.00E-05,0,0,0,0
662,fletchinder,fire,flying,flame-body,No_ability,gale-wings,62,73,55,56,52,84,382,FALSE,FALSE,generation-vi,0,0,0,0,0,0
663,talonflame,fire,flying,flame-body,No_ability,gale-wings,78,81,71,74,69,126,499,FALSE,FALSE,generation-vi,0.25896,NA,0.29476,0.71,0.19,6.33
664,scatterbug,bug,No_type,shield-dust,compound-eyes,friend-guard,38,35,40,27,25,35,200,FALSE,FALSE,generation-vi,0,0,0,0,0,0
665,spewpa,bug,No_type,shed-skin,No_ability,friend-guard,45,22,60,27,30,29,213,FALSE,FALSE,generation-vi,0,0,0,0,0,0.05
666,vivillon,bug,flying,shield-dust,compound-eyes,friend-guard,80,52,50,90,50,89,411,FALSE,FALSE,generation-vi,0,0,0.01279,0,0,0
667,litleo,fire,normal,rivalry,unnerve,moxie,62,50,58,73,54,72,369,FALSE,FALSE,generation-vi,0,0,0,0,0,0
668,pyroar,fire,normal,rivalry,unnerve,moxie,86,68,72,109,66,106,507,FALSE,FALSE,generation-vi,0,0.0007,6.00E-05,0,0,0
669,flabebe,fairy,No_type,flower-veil,No_ability,symbiosis,44,38,39,61,79,42,303,FALSE,FALSE,generation-vi,0,0,0,0,0,0
670,floette,fairy,No_type,flower-veil,No_ability,symbiosis,54,45,47,75,98,52,371,FALSE,FALSE,generation-vi,0,0,0,0,0,0
670,floette-eternal,fairy,No_type,flower-veil,No_ability,symbiosis,74,65,67,125,128,92,551,FALSE,FALSE,generation-vi,0,0,0,0,0,0
671,florges,fairy,No_type,flower-veil,No_ability,symbiosis,78,65,68,112,154,75,552,FALSE,FALSE,generation-vi,0,0.02937,0.054,0,0,0
672,skiddo,grass,No_type,sap-sipper,No_ability,grass-pelt,66,65,48,62,57,52,350,FALSE,FALSE,generation-vi,0,0,0,0,0,0
673,gogoat,grass,No_type,sap-sipper,No_ability,grass-pelt,123,100,62,97,81,68,531,FALSE,FALSE,generation-vi,0,0.00044,0.00162,0,0,0
674,pancham,fighting,No_type,iron-fist,mold-breaker,scrappy,67,82,62,46,48,43,348,FALSE,FALSE,generation-vi,0,0,0,0,0,0
675,pangoro,fighting,dark,iron-fist,mold-breaker,scrappy,95,124,78,69,71,58,495,FALSE,FALSE,generation-vi,0,0,0,0,0,0
676,furfrou,normal,No_type,fur-coat,No_ability,None,75,80,60,65,90,102,472,FALSE,FALSE,generation-vi,0,0,0,0,0,0
677,espurr,psychic,No_type,keen-eye,infiltrator,own-tempo,62,48,54,63,60,68,355,FALSE,FALSE,generation-vi,0,0,0,0,0,0
678,meowstic-male,psychic,No_type,keen-eye,infiltrator,prankster,74,48,76,83,81,104,466,FALSE,FALSE,generation-vi,0.07185,0,0.09186,0,0,0.11
678,meowstic-female,psychic,No_type,keen-eye,infiltrator,competitive,74,48,76,83,81,104,466,FALSE,FALSE,generation-vi,0,0,0,0,0,0
679,honedge,steel,ghost,no-guard,No_ability,None,45,80,100,35,37,28,325,FALSE,FALSE,generation-vi,0,0,0,0,0,0
680,doublade,steel,ghost,no-guard,No_ability,None,59,110,150,45,49,35,448,FALSE,FALSE,generation-vi,0,0,0,0,0,0
681,aegislash-shield,steel,ghost,stance-change,No_ability,None,60,50,140,50,140,60,500,FALSE,FALSE,generation-vi,0,0,0,0,0,0
681,aegislash,steel,ghost,stance-change,No_ability,None,60,140,50,140,50,60,500,FALSE,FALSE,generation-vi,0.02956,0,0,0,0,0
682,spritzee,fairy,No_type,healer,No_ability,aroma-veil,78,52,60,63,65,23,341,FALSE,FALSE,generation-vi,0,0,0,0,0,0
683,aromatisse,fairy,No_type,healer,No_ability,aroma-veil,101,72,72,99,89,29,462,FALSE,FALSE,generation-vi,0,0,0,0,0,0
684,swirlix,fairy,No_type,sweet-veil,No_ability,unburden,62,48,66,59,57,49,341,FALSE,FALSE,generation-vi,0,0,0,0,0,0
685,slurpuff,fairy,No_type,sweet-veil,No_ability,unburden,82,80,86,85,75,72,480,FALSE,FALSE,generation-vi,0,0,0,0,0,0
686,inkay,dark,psychic,contrary,suction-cups,infiltrator,53,54,53,37,46,45,288,FALSE,FALSE,generation-vi,0,0,0,0,0,0
687,malamar,dark,psychic,contrary,suction-cups,infiltrator,86,92,88,68,75,73,482,FALSE,FALSE,generation-vi,0.02161,0,0.19024,0,0,0.09
688,binacle,rock,water,tough-claws,sniper,pickpocket,42,52,67,39,56,50,306,FALSE,FALSE,generation-vi,0,0,0,0,0,0
689,barbaracle,rock,water,tough-claws,sniper,pickpocket,72,105,115,54,86,68,500,FALSE,FALSE,generation-vi,0,0,0,0,0,0
690,skrelp,poison,water,poison-point,poison-touch,adaptability,50,60,60,60,60,30,320,FALSE,FALSE,generation-vi,0,0,0,0,0,0
691,dragalge,poison,dragon,poison-point,poison-touch,adaptability,65,75,90,97,123,44,494,FALSE,FALSE,generation-vi,0.00147,0.04962,0.00892,0,0.09,0
692,clauncher,water,No_type,mega-launcher,No_ability,None,50,53,62,58,63,44,330,FALSE,FALSE,generation-vi,0,0,0,0,0,0
693,clawitzer,water,No_type,mega-launcher,No_ability,None,71,73,88,120,89,59,500,FALSE,FALSE,generation-vi,0.00846,0.28275,0.00473,0,0,0
694,helioptile,electric,normal,dry-skin,sand-veil,solar-power,44,38,33,61,43,70,289,FALSE,FALSE,generation-vi,0,0,0,0,0,0
695,heliolisk,electric,normal,dry-skin,sand-veil,solar-power,62,55,52,109,94,109,481,FALSE,FALSE,generation-vi,0.04229,0,0,0.06,0,0
696,tyrunt,rock,dragon,strong-jaw,No_ability,sturdy,58,89,77,45,45,48,362,FALSE,FALSE,generation-vi,0,0,0,0,0,0
697,tyrantrum,rock,dragon,strong-jaw,No_ability,rock-head,82,121,119,69,59,71,521,FALSE,FALSE,generation-vi,0,0,0,0.06,0,0
698,amaura,rock,ice,refrigerate,No_ability,snow-warning,77,59,50,67,63,46,362,FALSE,FALSE,generation-vi,0,0,0,0,0,0
699,aurorus,rock,ice,refrigerate,No_ability,snow-warning,123,77,72,99,92,58,521,FALSE,FALSE,generation-vi,0,0,0,0,0,0
700,sylveon,fairy,No_type,cute-charm,No_ability,pixilate,95,65,65,110,130,60,525,FALSE,FALSE,generation-vi,0.04294,NA,0.55911,0,0.75,0.45
701,hawlucha,fighting,flying,limber,unburden,mold-breaker,78,92,75,74,63,118,500,FALSE,FALSE,generation-vi,0.00163,NA,0.00549,0,0.21,0.25
702,dedenne,electric,fairy,cheek-pouch,pickup,plus,67,58,57,81,67,101,431,FALSE,FALSE,generation-vi,0.00726,0.00068,0.00274,0,0,0
703,carbink,rock,fairy,clear-body,No_ability,sturdy,50,50,150,50,150,50,500,FALSE,FALSE,generation-vi,0.0006,0.03079,0.00591,0,0,0
704,goomy,dragon,No_type,sap-sipper,hydration,gooey,45,50,35,55,75,40,300,FALSE,FALSE,generation-vi,0,0,0,0,0,0
705,sliggoo,dragon,No_type,sap-sipper,hydration,gooey,68,75,53,83,113,60,452,FALSE,FALSE,generation-vi,0,0,0,0,0,0
705,sliggoo-hisui,steel,dragon,sap-sipper,shell-armor,gooey,58,75,83,83,113,40,452,FALSE,FALSE,generation-vi,0,0.00165,0,0,0,0
706,goodra,dragon,No_type,sap-sipper,hydration,gooey,90,100,70,110,150,80,600,FALSE,FALSE,generation-vi,0.00792,0.05327,0.01084,0,0,0
706,goodra-hisui,steel,dragon,sap-sipper,shell-armor,gooey,80,100,100,110,150,60,600,FALSE,FALSE,generation-vi,0,NA,NA,0,0.93,0.07
707,klefki,steel,fairy,prankster,No_ability,magician,57,80,91,80,87,75,470,FALSE,FALSE,generation-vi,0.03152,0.60745,0.0955,0,0,1.23
708,phantump,ghost,grass,natural-cure,frisk,harvest,43,70,48,50,60,38,309,FALSE,FALSE,generation-vi,0,0,0,0,0,0
709,trevenant,ghost,grass,natural-cure,frisk,harvest,85,110,76,65,82,56,474,FALSE,FALSE,generation-vi,0.00584,0.04667,0.0073,0.14,0,0
710,pumpkaboo,ghost,grass,pickup,frisk,insomnia,49,66,70,44,55,51,335,FALSE,FALSE,generation-vi,0,0,0,0,0,0
710,pumpkaboo-small,ghost,grass,pickup,frisk,insomnia,44,66,70,44,55,56,335,FALSE,FALSE,generation-vi,0,0,0,0,0,0
710,pumpkaboo-large,ghost,grass,pickup,frisk,insomnia,54,66,70,44,55,46,335,FALSE,FALSE,generation-vi,0,0,0,0,0,0
710,pumpkaboo-super,ghost,grass,pickup,frisk,insomnia,59,66,70,44,55,41,335,FALSE,FALSE,generation-vi,0,0,0,0,0,0
711,gourgeist,ghost,grass,pickup,frisk,insomnia,65,90,122,58,75,84,494,FALSE,FALSE,generation-vi,0,0,0,0,0,0
711,gourgeist-small,ghost,grass,pickup,frisk,insomnia,55,85,122,58,75,99,494,FALSE,FALSE,generation-vi,0.0011,0,0,0,0,0
711,gourgeist-large,ghost,grass,pickup,frisk,insomnia,75,95,122,58,75,69,494,FALSE,FALSE,generation-vi,0,0,0,0,0,0
711,gourgeist-super,ghost,grass,pickup,frisk,insomnia,85,100,122,58,75,54,494,FALSE,FALSE,generation-vi,0.00031,0,0,0,0,0
712,bergmite,ice,No_type,own-tempo,ice-body,sturdy,55,69,85,32,35,28,304,FALSE,FALSE,generation-vi,0,0,0,0,0,0
713,avalugg,ice,No_type,own-tempo,ice-body,sturdy,95,117,184,44,46,28,514,FALSE,FALSE,generation-vi,0.00053,0.00455,0.00549,0,0,0.11
713,avalugg-hisui,ice,rock,strong-jaw,ice-body,sturdy,95,127,184,34,36,38,514,FALSE,FALSE,generation-vi,0,0.13614,0.00495,0,0,0
714,noibat,flying,dragon,frisk,infiltrator,telepathy,40,30,35,45,40,55,245,FALSE,FALSE,generation-vi,0,0,0,0,0,0
715,noivern,flying,dragon,frisk,infiltrator,telepathy,85,70,80,97,80,123,535,FALSE,FALSE,generation-vi,0.00106,0.03328,0.00475,0,0,0.04
716,xerneas,fairy,No_type,fairy-aura,No_ability,None,126,131,95,131,98,99,680,TRUE,FALSE,generation-vi,NA,0,0,1.22,0,0
717,yveltal,dark,flying,dark-aura,No_ability,None,126,131,95,131,98,99,680,TRUE,FALSE,generation-vi,NA,0,0,13,0,0
718,zygarde-50,dragon,ground,aura-break,No_ability,None,108,100,121,81,95,95,600,TRUE,FALSE,generation-vi,0,0,0,0.08,0,0
718,zygarde-10%-power-construct,dragon,ground,power-construct,No_ability,None,54,100,71,61,85,115,486,TRUE,FALSE,generation-vi,0,0,0,0,0,0
718,zygarde-50%-power-construct,dragon,ground,power-construct,No_ability,None,108,100,121,81,95,95,600,TRUE,FALSE,generation-vi,0,0,0,0,0,0
718,zygarde,dragon,ground,power-construct,No_ability,None,216,100,121,91,95,85,708,TRUE,FALSE,generation-vi,NA,0,0,0,0,0
718,zygarde-10%,dragon,ground,aura-break,No_ability,None,54,100,71,61,85,115,486,TRUE,FALSE,generation-vi,0.00034,0,0,0,0,0
719,diancie,rock,fairy,clear-body,No_ability,None,50,100,150,100,150,50,600,FALSE,TRUE,generation-vi,0,0,0,0,0,0
719,diancie-mega,rock,fairy,magic-bounce,No_ability,None,50,160,110,160,110,110,700,FALSE,TRUE,generation-vi,0,0,0,0,0,0
720,hoopa,psychic,ghost,magician,No_ability,None,80,110,60,150,130,70,600,FALSE,TRUE,generation-vi,0,0,0,0,0,0
720,hoopa-unbound,psychic,dark,magician,No_ability,None,80,160,60,170,130,80,680,FALSE,TRUE,generation-vi,0,0,0,0,0,0
721,volcanion,fire,water,water-absorb,No_ability,None,80,110,120,130,90,70,600,FALSE,TRUE,generation-vi,0,0,0,0,0,0
722,rowlet,grass,flying,overgrow,No_ability,long-reach,68,55,55,50,50,42,320,FALSE,FALSE,generation-vii,0,0,0,0,0.06,0
723,dartrix,grass,flying,overgrow,No_ability,long-reach,78,75,75,70,70,52,420,FALSE,FALSE,generation-vii,0,0,0,0,0,0
724,decidueye,grass,ghost,overgrow,No_ability,long-reach,78,107,75,100,100,70,530,FALSE,FALSE,generation-vii,0.0077,0.03489,0.01204,0,0,0
724,decidueye-hisui,grass,fighting,overgrow,No_ability,scrappy,88,112,80,95,95,60,530,FALSE,FALSE,generation-vii,0,0.25838,0.01894,0,0,1.05
725,litten,fire,No_type,blaze,No_ability,intimidate,45,65,40,60,40,70,320,FALSE,FALSE,generation-vii,0,0,0,0,0,0
726,torracat,fire,No_type,blaze,No_ability,intimidate,65,85,50,80,50,90,420,FALSE,FALSE,generation-vii,0,0,0.00602,0.06,0,0
727,incineroar,fire,dark,blaze,No_ability,intimidate,95,115,90,80,90,60,530,FALSE,FALSE,generation-vii,NA,0,NA,73.41,0,32.4
728,popplio,water,No_type,torrent,No_ability,liquid-voice,50,54,54,66,56,40,320,FALSE,FALSE,generation-vii,0,0,0,0,0,0.04
729,brionne,water,No_type,torrent,No_ability,liquid-voice,60,69,69,91,81,50,420,FALSE,FALSE,generation-vii,0,0,0,0,0,0
730,primarina,water,fairy,torrent,No_ability,liquid-voice,80,74,74,126,116,60,530,FALSE,FALSE,generation-vii,0.08982,0,NA,0,0,17.33
731,pikipek,normal,flying,keen-eye,skill-link,pickup,35,75,30,30,30,65,265,FALSE,FALSE,generation-vii,0,0,0,0,0,0
732,trumbeak,normal,flying,keen-eye,skill-link,pickup,55,85,50,40,50,75,355,FALSE,FALSE,generation-vii,0,0,0,0,0,0
733,toucannon,normal,flying,keen-eye,skill-link,sheer-force,80,120,75,75,75,60,485,FALSE,FALSE,generation-vii,0,0,0.00347,0,0,0
734,yungoos,normal,No_type,stakeout,strong-jaw,adaptability,48,70,30,30,30,45,253,FALSE,FALSE,generation-vii,0,0,0,0,0,0
735,gumshoos,normal,No_type,stakeout,strong-jaw,adaptability,88,110,60,55,60,45,418,FALSE,FALSE,generation-vii,0,3.00E-05,0,0,0,0
735,gumshoos-totem,normal,No_type,stakeout,strong-jaw,adaptability,88,110,60,55,60,45,418,FALSE,FALSE,generation-vii,0,0,0,0,0,0
736,grubbin,bug,No_type,swarm,No_ability,None,47,62,45,55,45,46,300,FALSE,FALSE,generation-vii,0,0,0,0,0,0
737,charjabug,bug,electric,battery,No_ability,None,57,82,95,55,75,36,400,FALSE,FALSE,generation-vii,0.01118,0.05135,0.00431,0,0,0
738,vikavolt,bug,electric,levitate,No_ability,None,77,70,90,145,75,43,500,FALSE,FALSE,generation-vii,0,0.29709,0.03409,0,0.11,0.09
738,vikavolt-totem,bug,electric,levitate,No_ability,None,77,70,90,145,75,43,500,FALSE,FALSE,generation-vii,0,0,0,0,0,0
739,crabrawler,fighting,No_type,hyper-cutter,iron-fist,anger-point,47,82,57,42,47,63,338,FALSE,FALSE,generation-vii,0,0,0,0,0,0
740,crabominable,fighting,ice,hyper-cutter,iron-fist,anger-point,97,132,77,62,67,43,478,FALSE,FALSE,generation-vii,0,0.0092,0.01238,0,0,0.09
741,oricorio,fire,flying,dancer,No_ability,None,75,70,70,98,70,93,476,FALSE,FALSE,generation-vii,0,0.00101,0.00142,0,0,0
741,oricorio-pom-pom,electric,flying,dancer,No_ability,None,75,70,70,98,70,93,476,FALSE,FALSE,generation-vii,0,0.05796,0.00786,0,0,0
741,oricorio-pau,psychic,flying,dancer,No_ability,None,75,70,70,98,70,93,476,FALSE,FALSE,generation-vii,0,0,0,0,0,0
741,oricorio-sensu,ghost,flying,dancer,No_ability,None,75,70,70,98,70,93,476,FALSE,FALSE,generation-vii,0,0.06746,0.02978,0,0,0
742,cutiefly,bug,fairy,honey-gather,shield-dust,sweet-veil,40,45,40,55,40,84,304,FALSE,FALSE,generation-vii,0,0,0,0,0,0
743,ribombee,bug,fairy,honey-gather,shield-dust,sweet-veil,60,55,60,95,70,124,464,FALSE,FALSE,generation-vii,0.01587,0.03048,0.04482,0,0,0.27
743,ribombee-totem,bug,fairy,honey-gather,shield-dust,sweet-veil,60,55,60,95,70,124,464,FALSE,FALSE,generation-vii,0,0,0,0,0,0
744,rockruff,rock,No_type,keen-eye,vital-spirit,steadfast,45,65,40,30,40,60,280,FALSE,FALSE,generation-vii,0,0,0,0,0,0
744,rockruff-own-tempo,rock,No_type,own-tempo,No_ability,None,45,65,40,30,40,60,280,FALSE,FALSE,generation-vii,0,0,0,0,0,0
745,lycanroc-midday,rock,No_type,keen-eye,sand-rush,steadfast,75,115,65,55,65,112,487,FALSE,FALSE,generation-vii,0,NA,0.69384,0,0.07,0
745,lycanroc-midnight,rock,No_type,keen-eye,vital-spirit,no-guard,85,115,75,55,75,82,487,FALSE,FALSE,generation-vii,0,0.01347,0.0005,0,0,0
